what,kind,bundleId,bundleVersion,description,time
started,bundle,org.eclipse.core.externaltools,1.0.100.v20100830,"org.eclipse.core.externaltools",1432762655633
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110125-2000,"org.eclipse.jdt.apt.core",1432762655832
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20101130-0130,"org.eclipse.jdt.apt.pluggable.core",1432762656023
started,bundle,org.eclipse.wst.dtd.core,1.1.501.v201107252021,"org.eclipse.wst.dtd.core",1432762661653
started,bundle,org.eclipse.jst.jsf.common,1.2.2.v201101251227,"org.eclipse.jst.jsf.common",1432762661975
started,bundle,org.eclipse.jst.jsf.core,1.3.3.v201101251227,"org.eclipse.jst.jsf.core",1432762661997
started,bundle,org.eclipse.wst.wsdl.validation,1.1.502.v201104071820,"org.eclipse.wst.wsdl.validation",1432762662206
started,bundle,org.eclipse.wst.xsd.core,1.1.600.v201104070312,"org.eclipse.wst.xsd.core",1432762662265
started,bundle,org.eclipse.wst.xsl.core,1.1.0.v201004290328,"org.eclipse.wst.xsl.core",1432762662391
started,bundle,org.eclipse.epp.usagedata.ui,1.3.1.R201106061540,"org.eclipse.epp.usagedata.ui",1432762668077
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1432762677778
started,bundle,org.eclipse.jst.jee,1.0.402.v201202021530,"org.eclipse.jst.jee",1432762678474
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1432763097251
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20101116-0800,"org.eclipse.ui.navigator.ProjectExplorer",1432763098825
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1432763099365
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1432763099382
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1432763099437
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1432763099437
started,bundle,org.eclipse.compare,3.5.200.I20101206-1300,"org.eclipse.compare",1432763099688
executed,command,org.eclipse.ui,3.7.0.I20110127-0800,"org.eclipse.ui.file.refresh",1432763101473
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1432763101758
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1432763102176
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1432763103669
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1432763656885
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1432763657221
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1432763701199
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1432763703429
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1432763706193
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1432763707709
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1432765296473
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1432765300555
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.debug",1432765302735
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1432765305663
started,bundle,org.eclipse.jst.server.tomcat.ui,1.1.200.v20100418,"org.eclipse.jst.server.tomcat.ui",1432765312983
started,bundle,org.eclipse.jdt.debug.ui,3.6.0.v20110126,"org.eclipse.jdt.debug.ui",1432765316670
opened,view,org.eclipse.ui.console,3.5.100.v20110126,"org.eclipse.ui.console.ConsoleView",1432765319902
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1432765319933
activated,view,org.eclipse.ui.console,3.5.100.v20110126,"org.eclipse.ui.console.ConsoleView",1432765319941
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1432765320884
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.stop",1432765343548
activated,view,org.eclipse.ui.console,3.5.100.v20110126,"org.eclipse.ui.console.ConsoleView",1432765344281
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1432765345656
activated,view,org.eclipse.ui.console,3.5.100.v20110126,"org.eclipse.ui.console.ConsoleView",1432765345721
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1432765349943
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1432765361375
activated,view,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.ui.ServersView",1432765363100
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1432765364966
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110127-0800,"",1432765402638
executed,command,org.eclipse.wst.server.ui,1.3.0.v20120210_1439,"org.eclipse.wst.server.debug",1432765404470
activated,view,org.eclipse.ui.console,3.5.100.v20110126,"org.eclipse.ui.console.ConsoleView",1432765405198
